0,1
1,2909
2,34
3,135
4,87
5,92
6,81
7,27
8,5
9,0
10,1
11,3
12,1
13,2
14,2
15,4
16,1
17,0
18,1
19,2
20,0
21,3
22,3
23,2
24,4
25,2
26,3
27,3
28,4
29,0
30,5
31,3
32,4
33,6
34,2
35,13
36,24
37,27
38,51
39,69
40,117
41,118
42,193
43,217
44,255
45,343
46,385
47,351
48,377
49,368
50,406
51,358
52,357
53,277
54,279
55,222
56,195
57,129
58,119
59,82
60,73
61,52
62,24
63,24
64,22
65,17
66,6
67,8
68,7
69,5
70,6
71,2
72,4
73,3
74,1
75,3
76,3
77,2
78,2
79,4
80,1
81,1
82,5
83,5
84,3
85,2
86,5
87,4
88,3
89,4
90,1
91,2
92,1
93,2
94,4
95,2
96,1
97,0
98,2
99,0
100,1
101,2
102,0
103,0
104,1
105,0
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,0
114,2
115,1
116,0
117,1
118,0
119,0
120,0
121,1
122,0
123,1
124,1
125,0
126,0
127,0
128,0
129,2
130,0
131,2
132,0
133,0
134,1
135,0
136,0
137,1
138,1
139,0
140,0
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,0
149,2
150,2
151,1
152,0
153,0
154,1
155,2
156,0
157,0
158,1
159,0
160,1
161,1
162,1
163,0
164,1
165,2
166,0
167,0
168,1
169,0
170,0
171,0
172,0
173,1
174,1
175,0
176,1
177,0
178,0
179,0
180,1
181,0
182,0
183,1
184,0
185,0
186,0
187,0
188,1
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,1
203,0
204,0
205,1
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,1
214,1
215,0
216,0
217,0
218,1
219,1
220,0
221,1
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,1
234,0
235,0
236,0
237,0
238,0
239,0
240,1
241,0
242,0
243,0
244,1
245,0
246,0
247,1
248,0
249,0
250,0
251,0
252,2
253,0
254,2
255,0
256,0
257,0
258,2
259,0
260,0
261,0
262,1
263,1
264,0
265,0
266,0
267,1
268,0
269,1
270,0
271,0
272,0
273,0
274,1
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,1
283,1
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,1
294,1
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,1
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,1
311,2
312,1
313,0
314,0
315,0
316,1
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,1
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,1
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,1
383,1
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,1
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,1
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,1
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,0
